profile_id,opinion_leaf,attack_leaf,opinion_label,attack_label,original_pn_score,original_pn_increment,original_pn_confidence,original_pn_fallback,baseline_score_original_source,private_post_score_original_source,retest_pn_score,retest_pn_increment,retest_pn_confidence,retest_pn_fallback,baseline_score_retest_source,private_post_score_retest_source,opinion_leaf_label,attack_leaf_label,adversarial_direction,ae_private,exposure_outgoing_visibility_weight,original_pn_increment_effectivity,retest_pn_increment_effectivity,original_ae_total_network,retest_ae_total_network,fallback_pair
profile_0067,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-673.0,-34.0,0.7,False,-581.0,-639.0,-673.0,-34.0,0.68,False,-581.0,-639.0,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-1,58.0,227.75787865894563,34.0,34.0,92.0,92.0,False
profile_0067,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Trust_In_Mainstream_Journalism,Petition_Astroturf,-620.0,-33.0,0.68,False,-512.0,-587.0,-612.0,-25.0,0.65,False,-512.0,-587.0,Trust_In_Mainstream_Journalism,Petition_Astroturf,-1,75.0,227.75787865894563,33.0,25.0,108.0,100.0,False
profile_0068,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-463.0,-26.0,0.68,False,-387.0,-437.0,-461.0,-24.0,0.7,False,-387.0,-437.0,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-1,50.0,0.6176778327274192,26.0,24.0,76.0,74.0,False
profile_0068,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-163.0,-11.0,0.68,False,-137.0,-152.0,-163.0,-11.0,0.68,False,-137.0,-152.0,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-1,15.0,0.6176778327274192,11.0,11.0,26.0,26.0,False
profile_0068,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-174.0,-12.0,0.7,False,-137.0,-162.0,-173.0,-11.0,0.68,False,-137.0,-162.0,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-1,25.0,0.6176778327274192,12.0,11.0,37.0,36.0,False
profile_0068,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Alliance_Commitment_Support,Petition_Astroturf,-430.0,-27.0,0.68,False,-387.0,-403.0,-415.0,-12.0,0.68,False,-387.0,-403.0,Alliance_Commitment_Support,Petition_Astroturf,-1,16.0,0.6176778327274192,27.0,12.0,43.0,28.0,False
profile_0068,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,336.0,-16.0,0.68,False,372.0,352.0,338.0,-14.0,0.62,False,372.0,352.0,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-1,20.0,0.6176778327274192,16.0,14.0,36.0,34.0,False
profile_0068,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,662.0,-7.0,0.68,False,683.0,669.0,657.0,-12.0,0.65,False,683.0,669.0,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-1,14.0,0.6176778327274192,7.0,12.0,21.0,26.0,False
profile_0068,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,431.0,-16.0,0.63,False,473.0,447.0,431.0,-16.0,0.68,False,473.0,447.0,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-1,26.0,0.6176778327274192,16.0,16.0,42.0,42.0,False
profile_0068,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Defense_Spending_Increase_Support,Petition_Astroturf,370.0,-27.0,0.65,False,427.0,397.0,385.0,-12.0,0.62,False,427.0,397.0,Defense_Spending_Increase_Support,Petition_Astroturf,-1,30.0,0.6176778327274192,27.0,12.0,57.0,42.0,False
profile_0068,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-411.0,-22.0,0.68,False,-327.0,-389.0,-412.0,-23.0,0.68,False,-327.0,-389.0,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-1,62.0,0.6176778327274192,22.0,23.0,84.0,85.0,False
profile_0068,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-361.0,-14.0,0.68,False,-317.0,-347.0,-363.0,-16.0,0.65,False,-317.0,-347.0,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-1,30.0,0.6176778327274192,14.0,16.0,44.0,46.0,False
profile_0068,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-237.0,-40.0,0.7,False,-137.0,-197.0,-247.0,-50.0,0.72,False,-137.0,-197.0,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-1,60.0,0.6176778327274192,40.0,50.0,100.0,110.0,False
profile_0068,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Trust_In_Mainstream_Journalism,Petition_Astroturf,-489.0,-26.0,0.67,False,-412.0,-463.0,-490.0,-27.0,0.62,False,-412.0,-463.0,Trust_In_Mainstream_Journalism,Petition_Astroturf,-1,51.0,0.6176778327274192,26.0,27.0,77.0,78.0,False
profile_0081,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Alliance_Commitment_Support,Headline_And_Lede_Misframing,165.0,-6.0,0.66,False,183.0,171.0,158.0,-13.0,0.68,False,183.0,171.0,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-1,12.0,170.93491685872138,6.0,13.0,18.0,25.0,False
profile_0081,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-322.0,-7.0,0.6,False,-287.0,-315.0,-330.0,-15.0,0.6,False,-287.0,-315.0,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-1,28.0,170.93491685872138,7.0,15.0,35.0,43.0,False
profile_0081,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-198.0,-23.0,0.63,False,-137.0,-175.0,-189.0,-14.0,0.63,False,-137.0,-175.0,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-1,38.0,170.93491685872138,23.0,14.0,61.0,52.0,False
profile_0081,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Alliance_Commitment_Support,Petition_Astroturf,-184.0,-5.0,0.68,False,-137.0,-179.0,-191.0,-12.0,0.65,False,-137.0,-179.0,Alliance_Commitment_Support,Petition_Astroturf,-1,42.0,170.93491685872138,5.0,12.0,47.0,54.0,False
profile_0081,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-410.0,-13.0,0.7,False,-382.0,-397.0,-410.0,-13.0,0.6,False,-382.0,-397.0,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-1,15.0,170.93491685872138,13.0,13.0,28.0,28.0,False
profile_0081,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-378.0,-13.0,0.63,False,-347.0,-365.0,-389.0,-24.0,0.62,False,-347.0,-365.0,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-1,18.0,170.93491685872138,13.0,24.0,31.0,42.0,False
profile_0081,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-347.0,-15.0,0.63,False,-318.0,-332.0,-348.0,-16.0,0.63,False,-318.0,-332.0,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-1,14.0,170.93491685872138,15.0,16.0,29.0,30.0,False
profile_0081,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Defense_Spending_Increase_Support,Petition_Astroturf,-163.0,-11.0,0.68,False,-137.0,-152.0,-163.0,-11.0,0.65,False,-137.0,-152.0,Defense_Spending_Increase_Support,Petition_Astroturf,-1,15.0,170.93491685872138,11.0,11.0,26.0,26.0,False
profile_0081,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-132.0,-15.0,0.68,False,-91.0,-117.0,-131.0,-14.0,0.68,False,-91.0,-117.0,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-1,26.0,170.93491685872138,15.0,14.0,41.0,40.0,False
profile_0081,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-209.0,-24.0,0.6,False,-173.0,-185.0,-198.0,-13.0,0.63,False,-173.0,-185.0,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-1,12.0,170.93491685872138,24.0,13.0,36.0,25.0,False
profile_0081,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-278.0,-17.0,0.67,False,-237.0,-261.0,-273.0,-12.0,0.63,False,-237.0,-261.0,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-1,24.0,170.93491685872138,17.0,12.0,41.0,36.0,False
profile_0081,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Trust_In_Mainstream_Journalism,Petition_Astroturf,-163.0,-14.0,0.68,False,-124.0,-149.0,-162.0,-13.0,0.67,False,-124.0,-149.0,Trust_In_Mainstream_Journalism,Petition_Astroturf,-1,25.0,170.93491685872138,14.0,13.0,39.0,38.0,False
profile_0084,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Alliance_Commitment_Support,Headline_And_Lede_Misframing,271.0,-13.0,0.63,False,312.0,284.0,272.0,-12.0,0.64,False,312.0,284.0,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-1,28.0,0.2620498739653896,13.0,12.0,41.0,40.0,False
profile_0084,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,218.0,16.0,0.68,False,237.0,202.0,187.0,-15.0,0.66,False,237.0,202.0,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-1,35.0,0.2620498739653896,-16.0,15.0,19.0,50.0,False
profile_0084,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,241.0,-27.0,0.65,False,312.0,268.0,241.0,-27.0,0.71,False,312.0,268.0,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-1,44.0,0.2620498739653896,27.0,27.0,71.0,71.0,False
profile_0084,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Alliance_Commitment_Support,Petition_Astroturf,432.0,-14.0,0.65,False,473.0,446.0,432.0,-14.0,0.65,False,473.0,446.0,Alliance_Commitment_Support,Petition_Astroturf,-1,27.0,0.2620498739653896,14.0,14.0,41.0,41.0,False
profile_0084,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-269.0,-8.0,0.68,False,-237.0,-261.0,-271.0,-10.0,0.67,False,-237.0,-261.0,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-1,24.0,0.2620498739653896,8.0,10.0,32.0,34.0,False
profile_0084,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-443.0,-22.0,0.64,False,-372.0,-421.0,-431.0,-10.0,0.63,False,-372.0,-421.0,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-1,49.0,0.2620498739653896,22.0,10.0,71.0,59.0,False
profile_0084,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-402.0,-55.0,0.58,False,-287.0,-347.0,-322.0,25.0,0.7,False,-287.0,-347.0,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-1,60.0,0.2620498739653896,55.0,-25.0,115.0,35.0,False
profile_0084,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Defense_Spending_Increase_Support,Petition_Astroturf,-357.0,-16.0,0.68,False,-317.0,-341.0,-376.0,-35.0,0.63,False,-317.0,-341.0,Defense_Spending_Increase_Support,Petition_Astroturf,-1,24.0,0.2620498739653896,16.0,35.0,40.0,59.0,False
profile_0084,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-161.0,-24.0,0.69,False,-137.0,-137.0,-138.0,-1.0,0.78,False,-137.0,-137.0,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-1,0.0,0.2620498739653896,24.0,1.0,24.0,1.0,False
profile_0084,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-348.0,-1.0,0.66,False,-327.0,-347.0,-353.0,-6.0,0.68,False,-327.0,-347.0,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-1,20.0,0.2620498739653896,1.0,6.0,21.0,26.0,False
profile_0084,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-267.0,-18.0,0.63,False,-214.0,-249.0,-283.0,-34.0,0.65,False,-214.0,-249.0,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-1,35.0,0.2620498739653896,18.0,34.0,53.0,69.0,False
profile_0084,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Trust_In_Mainstream_Journalism,Petition_Astroturf,-341.0,-24.0,0.72,False,-317.0,-317.0,-334.0,-17.0,0.65,False,-317.0,-317.0,Trust_In_Mainstream_Journalism,Petition_Astroturf,-1,0.0,0.2620498739653896,24.0,17.0,24.0,17.0,False
profile_0090,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-310.0,-7.0,0.67,False,-287.0,-303.0,-313.0,-10.0,0.64,False,-287.0,-303.0,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-1,16.0,782.3050444692047,7.0,10.0,23.0,26.0,False
profile_0090,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,314.0,-9.0,0.62,False,347.0,323.0,305.0,-18.0,0.65,False,347.0,323.0,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-1,24.0,782.3050444692047,9.0,18.0,33.0,42.0,False
profile_0090,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,355.0,-32.0,0.65,False,417.0,387.0,355.0,-32.0,0.65,False,417.0,387.0,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-1,30.0,782.3050444692047,32.0,32.0,62.0,62.0,False
profile_0090,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Alliance_Commitment_Support,Petition_Astroturf,-382.0,-35.0,0.68,False,-312.0,-347.0,-371.0,-24.0,0.68,False,-312.0,-347.0,Alliance_Commitment_Support,Petition_Astroturf,-1,35.0,782.3050444692047,35.0,24.0,70.0,59.0,False
profile_0090,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-468.0,-11.0,0.72,False,-437.0,-457.0,-463.0,-6.0,0.68,False,-437.0,-457.0,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-1,20.0,782.3050444692047,11.0,6.0,31.0,26.0,False
profile_0090,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,390.0,-13.0,0.65,False,417.0,403.0,371.0,-32.0,0.64,False,417.0,403.0,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-1,14.0,782.3050444692047,13.0,32.0,27.0,46.0,False
profile_0090,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,173.0,-34.0,0.68,False,317.0,207.0,131.0,-76.0,0.68,False,317.0,207.0,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-1,110.0,782.3050444692047,34.0,76.0,144.0,186.0,False
profile_0090,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Defense_Spending_Increase_Support,Petition_Astroturf,-373.0,-17.0,0.68,False,-311.0,-356.0,-367.0,-11.0,0.71,False,-311.0,-356.0,Defense_Spending_Increase_Support,Petition_Astroturf,-1,45.0,782.3050444692047,17.0,11.0,62.0,56.0,False
profile_0090,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-563.0,13.0,0.71,False,-548.0,-576.0,-598.0,-22.0,0.73,False,-548.0,-576.0,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-1,28.0,782.3050444692047,-13.0,22.0,15.0,50.0,False
