metric,grain,profile_id,opinion_label,attack_label,original,retest,fallback_pair,diff,mean_pair
PN,profile_opinion_attack,profile_0189,Trust_In_Mainstream_Journalism,Petition_Astroturf,-163.0,-175.0,False,-12.0,-169.0
PN,profile_opinion_attack,profile_0193,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-158.0,-162.0,False,-4.0,-160.0
PN,profile_opinion_attack,profile_0193,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,281.0,278.0,False,-3.0,279.5
PN,profile_opinion_attack,profile_0193,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-213.0,-218.0,False,-5.0,-215.5
PN,profile_opinion_attack,profile_0193,Alliance_Commitment_Support,Petition_Astroturf,-401.0,-425.0,False,-24.0,-413.0
PN,profile_opinion_attack,profile_0193,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-303.0,-312.0,False,-9.0,-307.5
PN,profile_opinion_attack,profile_0193,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-322.0,-315.0,False,7.0,-318.5
PN,profile_opinion_attack,profile_0193,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-413.0,-423.0,False,-10.0,-418.0
PN,profile_opinion_attack,profile_0193,Defense_Spending_Increase_Support,Petition_Astroturf,-321.0,-327.0,False,-6.0,-324.0
PN,profile_opinion_attack,profile_0193,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-427.0,-427.0,False,0.0,-427.0
PN,profile_opinion_attack,profile_0193,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-410.0,-413.0,False,-3.0,-411.5
PN,profile_opinion_attack,profile_0193,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-736.0,-741.0,False,-5.0,-738.5
PN,profile_opinion_attack,profile_0193,Trust_In_Mainstream_Journalism,Petition_Astroturf,-197.0,-209.0,False,-12.0,-203.0
PN,profile_opinion_attack,profile_0198,Alliance_Commitment_Support,Headline_And_Lede_Misframing,268.0,267.0,False,-1.0,267.5
PN,profile_opinion_attack,profile_0198,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-157.0,-157.0,False,0.0,-157.0
PN,profile_opinion_attack,profile_0198,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,75.0,65.0,False,-10.0,70.0
PN,profile_opinion_attack,profile_0198,Alliance_Commitment_Support,Petition_Astroturf,-307.0,-317.0,False,-10.0,-312.0
PN,profile_opinion_attack,profile_0198,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-372.0,-371.0,False,1.0,-371.5
PN,profile_opinion_attack,profile_0198,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-171.0,-173.0,False,-2.0,-172.0
PN,profile_opinion_attack,profile_0198,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-523.0,-527.0,False,-4.0,-525.0
PN,profile_opinion_attack,profile_0198,Defense_Spending_Increase_Support,Petition_Astroturf,-241.0,-227.0,False,14.0,-234.0
PN,profile_opinion_attack,profile_0198,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-412.0,-408.0,False,4.0,-410.0
PN,profile_opinion_attack,profile_0198,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-163.0,-167.0,False,-4.0,-165.0
PN,profile_opinion_attack,profile_0198,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-261.0,-258.0,False,3.0,-259.5
PN,profile_opinion_attack,profile_0198,Trust_In_Mainstream_Journalism,Petition_Astroturf,-512.0,-510.0,False,2.0,-511.0
PN,profile_opinion_attack,profile_0200,Alliance_Commitment_Support,Headline_And_Lede_Misframing,409.0,408.0,False,-1.0,408.5
PN,profile_opinion_attack,profile_0200,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,338.0,348.0,False,10.0,343.0
PN,profile_opinion_attack,profile_0200,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-431.0,-437.0,False,-6.0,-434.0
PN,profile_opinion_attack,profile_0200,Alliance_Commitment_Support,Petition_Astroturf,-183.0,-179.0,False,4.0,-181.0
PN,profile_opinion_attack,profile_0200,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,362.0,358.0,False,-4.0,360.0
PN,profile_opinion_attack,profile_0200,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-294.0,-291.0,False,3.0,-292.5
PN,profile_opinion_attack,profile_0200,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-494.0,-485.0,False,9.0,-489.5
PN,profile_opinion_attack,profile_0200,Defense_Spending_Increase_Support,Petition_Astroturf,-375.0,-362.0,False,13.0,-368.5
PN,profile_opinion_attack,profile_0200,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-428.0,-425.0,False,3.0,-426.5
PN,profile_opinion_attack,profile_0200,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-427.0,-427.0,False,0.0,-427.0
PN,profile_opinion_attack,profile_0200,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-478.0,-469.0,False,9.0,-473.5
PN,profile_opinion_attack,profile_0200,Trust_In_Mainstream_Journalism,Petition_Astroturf,-723.0,-693.0,False,30.0,-708.0
PN,profile_opinion_attack,profile_0204,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-367.0,-368.0,False,-1.0,-367.5
PN,profile_opinion_attack,profile_0204,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-372.0,-397.0,False,-25.0,-384.5
PN,profile_opinion_attack,profile_0204,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-297.0,-312.0,False,-15.0,-304.5
PN,profile_opinion_attack,profile_0204,Alliance_Commitment_Support,Petition_Astroturf,-241.0,-241.0,False,0.0,-241.0
PN,profile_opinion_attack,profile_0204,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,583.0,592.0,False,9.0,587.5
PN,profile_opinion_attack,profile_0204,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-517.0,-523.0,False,-6.0,-520.0
PN,profile_opinion_attack,profile_0204,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-855.0,-842.0,False,13.0,-848.5
PN,profile_opinion_attack,profile_0204,Defense_Spending_Increase_Support,Petition_Astroturf,-468.0,-462.0,False,6.0,-465.0
PN,profile_opinion_attack,profile_0204,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-685.0,-702.0,False,-17.0,-693.5
PN,profile_opinion_attack,profile_0204,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-533.0,-527.0,False,6.0,-530.0
PN,profile_opinion_attack,profile_0204,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-213.0,-197.0,False,16.0,-205.0
PN,profile_opinion_attack,profile_0204,Trust_In_Mainstream_Journalism,Petition_Astroturf,-547.0,-541.0,False,6.0,-544.0
PN,profile_opinion_attack,profile_0233,Alliance_Commitment_Support,Headline_And_Lede_Misframing,457.0,461.0,False,4.0,459.0
PN,profile_opinion_attack,profile_0233,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,618.0,615.0,False,-3.0,616.5
PN,profile_opinion_attack,profile_0233,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,173.0,171.0,False,-2.0,172.0
PN,profile_opinion_attack,profile_0233,Alliance_Commitment_Support,Petition_Astroturf,-371.0,-367.0,False,4.0,-369.0
PN,profile_opinion_attack,profile_0233,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,361.0,361.0,False,0.0,361.0
PN,profile_opinion_attack,profile_0233,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,237.0,247.0,False,10.0,242.0
PN,profile_opinion_attack,profile_0233,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,155.0,167.0,False,12.0,161.0
PN,profile_opinion_attack,profile_0233,Defense_Spending_Increase_Support,Petition_Astroturf,131.0,113.0,False,-18.0,122.0
PN,profile_opinion_attack,profile_0233,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-388.0,-383.0,False,5.0,-385.5
PN,profile_opinion_attack,profile_0233,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,381.0,378.0,False,-3.0,379.5
PN,profile_opinion_attack,profile_0233,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,327.0,320.0,False,-7.0,323.5
PN,profile_opinion_attack,profile_0233,Trust_In_Mainstream_Journalism,Petition_Astroturf,-378.0,-391.0,False,-13.0,-384.5
PN,profile_opinion_attack,profile_0234,Alliance_Commitment_Support,Headline_And_Lede_Misframing,509.0,507.0,False,-2.0,508.0
PN,profile_opinion_attack,profile_0234,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,321.0,310.0,False,-11.0,315.5
PN,profile_opinion_attack,profile_0234,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,73.0,86.0,False,13.0,79.5
PN,profile_opinion_attack,profile_0234,Alliance_Commitment_Support,Petition_Astroturf,413.0,412.0,False,-1.0,412.5
PN,profile_opinion_attack,profile_0234,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,292.0,283.0,False,-9.0,287.5
PN,profile_opinion_attack,profile_0234,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-282.0,-282.0,False,0.0,-282.0
PN,profile_opinion_attack,profile_0234,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-201.0,-215.0,False,-14.0,-208.0
PN,profile_opinion_attack,profile_0234,Defense_Spending_Increase_Support,Petition_Astroturf,-281.0,-285.0,False,-4.0,-283.0
PN,profile_opinion_attack,profile_0234,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,641.0,640.0,False,-1.0,640.5
PN,profile_opinion_attack,profile_0234,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,618.0,635.0,False,17.0,626.5
PN,profile_opinion_attack,profile_0234,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-447.0,-461.0,False,-14.0,-454.0
PN,profile_opinion_attack,profile_0234,Trust_In_Mainstream_Journalism,Petition_Astroturf,-289.0,-289.0,False,0.0,-289.0
PN,profile_opinion_attack,profile_0235,Alliance_Commitment_Support,Headline_And_Lede_Misframing,290.0,289.0,False,-1.0,289.5
PN,profile_opinion_attack,profile_0235,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,301.0,293.0,False,-8.0,297.0
PN,profile_opinion_attack,profile_0235,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,427.0,427.0,False,0.0,427.0
PN,profile_opinion_attack,profile_0235,Alliance_Commitment_Support,Petition_Astroturf,-178.0,-172.0,False,6.0,-175.0
PN,profile_opinion_attack,profile_0235,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-172.0,-157.0,False,15.0,-164.5
PN,profile_opinion_attack,profile_0235,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-167.0,-162.0,False,5.0,-164.5
PN,profile_opinion_attack,profile_0235,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-285.0,-291.0,False,-6.0,-288.0
PN,profile_opinion_attack,profile_0235,Defense_Spending_Increase_Support,Petition_Astroturf,-152.0,-152.0,False,0.0,-152.0
PN,profile_opinion_attack,profile_0235,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-171.0,-168.0,False,3.0,-169.5
PN,profile_opinion_attack,profile_0235,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-173.0,-178.0,False,-5.0,-175.5
PN,profile_opinion_attack,profile_0235,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,92.0,80.0,False,-12.0,86.0
PN,profile_opinion_attack,profile_0235,Trust_In_Mainstream_Journalism,Petition_Astroturf,248.0,251.0,False,3.0,249.5
PN_increment,profile_opinion_attack,profile_0003,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-8.0,-8.0,False,0.0,-8.0
PN_increment,profile_opinion_attack,profile_0003,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-13.0,-11.0,False,2.0,-12.0
PN_increment,profile_opinion_attack,profile_0003,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-20.0,-7.0,False,13.0,-13.5
PN_increment,profile_opinion_attack,profile_0003,Alliance_Commitment_Support,Petition_Astroturf,-13.0,-24.0,False,-11.0,-18.5
PN_increment,profile_opinion_attack,profile_0003,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-13.0,-12.0,False,1.0,-12.5
PN_increment,profile_opinion_attack,profile_0003,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,12.0,-14.0,False,-26.0,-1.0
PN_increment,profile_opinion_attack,profile_0003,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-24.0,-20.0,False,4.0,-22.0
PN_increment,profile_opinion_attack,profile_0003,Defense_Spending_Increase_Support,Petition_Astroturf,-23.0,-23.0,False,0.0,-23.0
PN_increment,profile_opinion_attack,profile_0003,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-14.0,-8.0,False,6.0,-11.0
PN_increment,profile_opinion_attack,profile_0003,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-13.0,-15.0,False,-2.0,-14.0
PN_increment,profile_opinion_attack,profile_0003,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-15.0,-24.0,False,-9.0,-19.5
PN_increment,profile_opinion_attack,profile_0003,Trust_In_Mainstream_Journalism,Petition_Astroturf,-25.0,-14.0,False,11.0,-19.5
PN_increment,profile_opinion_attack,profile_0019,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-5.0,-14.0,False,-9.0,-9.5
PN_increment,profile_opinion_attack,profile_0019,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,0.0,0.0,False,0.0,0.0
PN_increment,profile_opinion_attack,profile_0019,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-21.0,-18.0,False,3.0,-19.5
PN_increment,profile_opinion_attack,profile_0019,Alliance_Commitment_Support,Petition_Astroturf,-15.0,-7.0,False,8.0,-11.0
PN_increment,profile_opinion_attack,profile_0019,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-11.0,-16.0,False,-5.0,-13.5
PN_increment,profile_opinion_attack,profile_0019,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-13.0,-13.0,False,0.0,-13.0
PN_increment,profile_opinion_attack,profile_0019,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-16.0,-7.0,False,9.0,-11.5
PN_increment,profile_opinion_attack,profile_0019,Defense_Spending_Increase_Support,Petition_Astroturf,-14.0,-24.0,False,-10.0,-19.0
PN_increment,profile_opinion_attack,profile_0019,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-6.0,-13.0,False,-7.0,-9.5
PN_increment,profile_opinion_attack,profile_0019,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-16.0,-21.0,False,-5.0,-18.5
PN_increment,profile_opinion_attack,profile_0019,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,0.0,-30.0,False,-30.0,-15.0
PN_increment,profile_opinion_attack,profile_0019,Trust_In_Mainstream_Journalism,Petition_Astroturf,-12.0,-37.0,False,-25.0,-24.5
PN_increment,profile_opinion_attack,profile_0032,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-1.0,-12.0,False,-11.0,-6.5
PN_increment,profile_opinion_attack,profile_0032,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-16.0,-16.0,False,0.0,-16.0
PN_increment,profile_opinion_attack,profile_0032,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-23.0,-31.0,False,-8.0,-27.0
PN_increment,profile_opinion_attack,profile_0032,Alliance_Commitment_Support,Petition_Astroturf,-14.0,-16.0,False,-2.0,-15.0
PN_increment,profile_opinion_attack,profile_0032,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-5.0,-8.0,False,-3.0,-6.5
PN_increment,profile_opinion_attack,profile_0032,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-19.0,-16.0,False,3.0,-17.5
PN_increment,profile_opinion_attack,profile_0032,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-30.0,-39.0,False,-9.0,-34.5
PN_increment,profile_opinion_attack,profile_0032,Defense_Spending_Increase_Support,Petition_Astroturf,-15.0,-15.0,False,0.0,-15.0
PN_increment,profile_opinion_attack,profile_0032,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-18.0,-14.0,False,4.0,-16.0
PN_increment,profile_opinion_attack,profile_0032,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-21.0,-23.0,False,-2.0,-22.0
PN_increment,profile_opinion_attack,profile_0032,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-36.0,-20.0,False,16.0,-28.0
PN_increment,profile_opinion_attack,profile_0032,Trust_In_Mainstream_Journalism,Petition_Astroturf,-56.0,-27.0,False,29.0,-41.5
PN_increment,profile_opinion_attack,profile_0052,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-17.0,-15.0,False,2.0,-16.0
PN_increment,profile_opinion_attack,profile_0052,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-8.0,-6.0,False,2.0,-7.0
PN_increment,profile_opinion_attack,profile_0052,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-23.0,-26.0,False,-3.0,-24.5
PN_increment,profile_opinion_attack,profile_0052,Alliance_Commitment_Support,Petition_Astroturf,-14.0,-25.0,False,-11.0,-19.5
PN_increment,profile_opinion_attack,profile_0052,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-18.0,3.0,False,21.0,-7.5
PN_increment,profile_opinion_attack,profile_0052,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,0.0,-15.0,False,-15.0,-7.5
PN_increment,profile_opinion_attack,profile_0052,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-87.0,-23.0,False,64.0,-55.0
PN_increment,profile_opinion_attack,profile_0052,Defense_Spending_Increase_Support,Petition_Astroturf,-17.0,-11.0,False,6.0,-14.0
PN_increment,profile_opinion_attack,profile_0052,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-19.0,-16.0,False,3.0,-17.5
PN_increment,profile_opinion_attack,profile_0052,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,8.0,-41.0,False,-49.0,-16.5
PN_increment,profile_opinion_attack,profile_0052,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-24.0,-22.0,False,2.0,-23.0
PN_increment,profile_opinion_attack,profile_0052,Trust_In_Mainstream_Journalism,Petition_Astroturf,-15.0,-15.0,False,0.0,-15.0
PN_increment,profile_opinion_attack,profile_0055,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-6.0,-6.0,False,0.0,-6.0
PN_increment,profile_opinion_attack,profile_0055,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-17.0,-17.0,False,0.0,-17.0
PN_increment,profile_opinion_attack,profile_0055,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-26.0,0.0,False,26.0,-13.0
PN_increment,profile_opinion_attack,profile_0055,Alliance_Commitment_Support,Petition_Astroturf,-15.0,-25.0,False,-10.0,-20.0
PN_increment,profile_opinion_attack,profile_0055,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-8.0,-18.0,False,-10.0,-13.0
PN_increment,profile_opinion_attack,profile_0055,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-16.0,-14.0,False,2.0,-15.0
PN_increment,profile_opinion_attack,profile_0055,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,0.0,-44.0,False,-44.0,-22.0
PN_increment,profile_opinion_attack,profile_0055,Defense_Spending_Increase_Support,Petition_Astroturf,-24.0,-24.0,False,0.0,-24.0
PN_increment,profile_opinion_attack,profile_0055,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-16.0,-16.0,False,0.0,-16.0
PN_increment,profile_opinion_attack,profile_0055,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-11.0,-11.0,False,0.0,-11.0
PN_increment,profile_opinion_attack,profile_0055,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-40.0,-29.0,False,11.0,-34.5
PN_increment,profile_opinion_attack,profile_0055,Trust_In_Mainstream_Journalism,Petition_Astroturf,-30.0,-12.0,False,18.0,-21.0
PN_increment,profile_opinion_attack,profile_0065,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-6.0,-14.0,False,-8.0,-10.0
PN_increment,profile_opinion_attack,profile_0065,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-7.0,-7.0,False,0.0,-7.0
PN_increment,profile_opinion_attack,profile_0065,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-14.0,-15.0,False,-1.0,-14.5
PN_increment,profile_opinion_attack,profile_0065,Alliance_Commitment_Support,Petition_Astroturf,-22.0,-12.0,False,10.0,-17.0
PN_increment,profile_opinion_attack,profile_0065,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-7.0,-7.0,False,0.0,-7.0
PN_increment,profile_opinion_attack,profile_0065,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-14.0,-14.0,False,0.0,-14.0
PN_increment,profile_opinion_attack,profile_0065,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-14.0,-29.0,False,-15.0,-21.5
PN_increment,profile_opinion_attack,profile_0065,Defense_Spending_Increase_Support,Petition_Astroturf,-20.0,-23.0,False,-3.0,-21.5
PN_increment,profile_opinion_attack,profile_0065,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-9.0,-12.0,False,-3.0,-10.5
PN_increment,profile_opinion_attack,profile_0065,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-13.0,-7.0,False,6.0,-10.0
PN_increment,profile_opinion_attack,profile_0065,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-18.0,-31.0,False,-13.0,-24.5
PN_increment,profile_opinion_attack,profile_0065,Trust_In_Mainstream_Journalism,Petition_Astroturf,-21.0,-16.0,False,5.0,-18.5
PN_increment,profile_opinion_attack,profile_0067,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-17.0,-6.0,False,11.0,-11.5
PN_increment,profile_opinion_attack,profile_0067,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-18.0,-25.0,False,-7.0,-21.5
PN_increment,profile_opinion_attack,profile_0067,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-22.0,-16.0,False,6.0,-19.0
PN_increment,profile_opinion_attack,profile_0067,Alliance_Commitment_Support,Petition_Astroturf,-28.0,-24.0,False,4.0,-26.0
PN_increment,profile_opinion_attack,profile_0067,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-12.0,-2.0,False,10.0,-7.0
PN_increment,profile_opinion_attack,profile_0067,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-11.0,-13.0,False,-2.0,-12.0
PN_increment,profile_opinion_attack,profile_0067,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-25.0,-32.0,False,-7.0,-28.5
PN_increment,profile_opinion_attack,profile_0067,Defense_Spending_Increase_Support,Petition_Astroturf,-13.0,-13.0,False,0.0,-13.0
PN_increment,profile_opinion_attack,profile_0067,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-14.0,-22.0,False,-8.0,-18.0
PN_increment,profile_opinion_attack,profile_0067,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-23.0,-13.0,False,10.0,-18.0
PN_increment,profile_opinion_attack,profile_0067,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-34.0,-34.0,False,0.0,-34.0
PN_increment,profile_opinion_attack,profile_0067,Trust_In_Mainstream_Journalism,Petition_Astroturf,-33.0,-25.0,False,8.0,-29.0
PN_increment,profile_opinion_attack,profile_0068,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-26.0,-24.0,False,2.0,-25.0
PN_increment,profile_opinion_attack,profile_0068,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-11.0,-11.0,False,0.0,-11.0
PN_increment,profile_opinion_attack,profile_0068,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-12.0,-11.0,False,1.0,-11.5
PN_increment,profile_opinion_attack,profile_0068,Alliance_Commitment_Support,Petition_Astroturf,-27.0,-12.0,False,15.0,-19.5
PN_increment,profile_opinion_attack,profile_0068,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-16.0,-14.0,False,2.0,-15.0
PN_increment,profile_opinion_attack,profile_0068,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-7.0,-12.0,False,-5.0,-9.5
PN_increment,profile_opinion_attack,profile_0068,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-16.0,-16.0,False,0.0,-16.0
PN_increment,profile_opinion_attack,profile_0068,Defense_Spending_Increase_Support,Petition_Astroturf,-27.0,-12.0,False,15.0,-19.5
PN_increment,profile_opinion_attack,profile_0068,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-22.0,-23.0,False,-1.0,-22.5
PN_increment,profile_opinion_attack,profile_0068,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-14.0,-16.0,False,-2.0,-15.0
PN_increment,profile_opinion_attack,profile_0068,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-40.0,-50.0,False,-10.0,-45.0
PN_increment,profile_opinion_attack,profile_0068,Trust_In_Mainstream_Journalism,Petition_Astroturf,-26.0,-27.0,False,-1.0,-26.5
PN_increment,profile_opinion_attack,profile_0081,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-6.0,-13.0,False,-7.0,-9.5
PN_increment,profile_opinion_attack,profile_0081,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-7.0,-15.0,False,-8.0,-11.0
PN_increment,profile_opinion_attack,profile_0081,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-23.0,-14.0,False,9.0,-18.5
PN_increment,profile_opinion_attack,profile_0081,Alliance_Commitment_Support,Petition_Astroturf,-5.0,-12.0,False,-7.0,-8.5
PN_increment,profile_opinion_attack,profile_0081,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-13.0,-13.0,False,0.0,-13.0
PN_increment,profile_opinion_attack,profile_0081,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-13.0,-24.0,False,-11.0,-18.5
PN_increment,profile_opinion_attack,profile_0081,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-15.0,-16.0,False,-1.0,-15.5
PN_increment,profile_opinion_attack,profile_0081,Defense_Spending_Increase_Support,Petition_Astroturf,-11.0,-11.0,False,0.0,-11.0
PN_increment,profile_opinion_attack,profile_0081,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-15.0,-14.0,False,1.0,-14.5
PN_increment,profile_opinion_attack,profile_0081,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-24.0,-13.0,False,11.0,-18.5
PN_increment,profile_opinion_attack,profile_0081,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-17.0,-12.0,False,5.0,-14.5
